Airline,AirlineID,SourceIATA,SourceAirportID,DestinationIATA,DestinationAirportID,Codeshare,Stops,Equipment,SourceCity,DestinationCity
2B,410,AER,2965,KZN,2990,,0,CR2,Sochi,Kazan
2B,410,ASF,2966,KZN,2990,,0,CR2,Astrakhan,Kazan
2B,410,ASF,2966,MRV,2962,,0,CR2,Astrakhan,Mineralnye Vody
2B,410,CEK,2968,KZN,2990,,0,CR2,Chelyabinsk,Kazan
2B,410,CEK,2968,OVB,4078,,0,CR2,Chelyabinsk,Novosibirsk
2B,410,DME,4029,KZN,2990,,0,CR2,Moscow,Kazan
2B,410,DME,4029,NBC,6969,,0,CR2,Moscow,Nizhnekamsk
2B,410,DME,4029,TGK,\N,,0,CR2,Moscow,Taganrog
2B,410,DME,4029,UUA,6160,,0,CR2,Moscow,Bugulma
2B,410,EGO,6156,KGD,2952,,0,CR2,Belgorod,Kaliningrad
2B,410,EGO,6156,KZN,2990,,0,CR2,Belgorod,Kazan
2B,410,GYD,2922,NBC,6969,,0,CR2,Baku,Nizhnekamsk
2B,410,KGD,2952,EGO,6156,,0,CR2,Kaliningrad,Belgorod
2B,410,KZN,2990,AER,2965,,0,CR2,Kazan,Sochi
2B,410,KZN,2990,ASF,2966,,0,CR2,Kazan,Astrakhan
2B,410,KZN,2990,CEK,2968,,0,CR2,Kazan,Chelyabinsk
2B,410,KZN,2990,DME,4029,,0,CR2,Kazan,Moscow
2B,410,KZN,2990,EGO,6156,,0,CR2,Kazan,Belgorod
2B,410,KZN,2990,LED,2948,,0,CR2,Kazan,St. Petersburg
2B,410,KZN,2990,SVX,2975,,0,CR2,Kazan,Yekaterinburg
2B,410,LED,2948,KZN,2990,,0,CR2,St. Petersburg,Kazan
2B,410,LED,2948,NBC,6969,,0,CR2,St. Petersburg,Nizhnekamsk
2B,410,LED,2948,UUA,6160,,0,CR2,St. Petersburg,Bugulma
2B,410,MRV,2962,ASF,2966,,0,CR2,Mineralnye Vody,Astrakhan
2B,410,NBC,6969,DME,4029,,0,CR2,Nizhnekamsk,Moscow
2B,410,NBC,6969,GYD,2922,,0,CR2,Nizhnekamsk,Baku
2B,410,NBC,6969,LED,2948,,0,CR2,Nizhnekamsk,St. Petersburg
2B,410,NBC,6969,SVX,2975,,0,CR2,Nizhnekamsk,Yekaterinburg
2B,410,NJC,2972,SVX,2975,,0,CR2,Nizhnevartovsk,Yekaterinburg
2B,410,NJC,2972,UUA,6160,,0,CR2,Nizhnevartovsk,Bugulma
2B,410,NUX,4364,SVX,2975,,0,CR2,Novy Urengoy,Yekaterinburg
2B,410,OVB,4078,CEK,2968,,0,CR2,Novosibirsk,Chelyabinsk
2B,410,OVB,4078,SVX,2975,,0,CR2,Novosibirsk,Yekaterinburg
2B,410,SVX,2975,KZN,2990,,0,CR2,Yekaterinburg,Kazan
2B,410,SVX,2975,NBC,6969,,0,CR2,Yekaterinburg,Nizhnekamsk
2B,410,SVX,2975,NJC,2972,,0,CR2,Yekaterinburg,Nizhnevartovsk
2B,410,SVX,2975,NUX,4364,,0,CR2,Yekaterinburg,Novy Urengoy
2B,410,SVX,2975,OVB,4078,,0,CR2,Yekaterinburg,Novosibirsk
2B,410,TGK,\N,DME,4029,,0,CR2,Taganrog,Moscow
2B,410,UUA,6160,DME,4029,,0,CR2,Bugulma,Moscow
2B,410,UUA,6160,LED,2948,,0,CR2,Bugulma,St. Petersburg
2B,410,UUA,6160,NJC,2972,,0,CR2,Bugulma,Nizhnevartovsk
2G,1654,BTK,2936,IKT,2937,,0,A81,Bratsk,Irkutsk
2G,1654,BTK,2936,OVB,4078,,0,A81,Bratsk,Novosibirsk
2G,1654,CEK,2968,OVB,4078,,0,A81,Chelyabinsk,Novosibirsk
2G,1654,HTA,2935,IKT,2937,,0,AN4,Chita,Irkutsk
2G,1654,IKT,2937,BTK,2936,,0,A81,Irkutsk,Bratsk
2G,1654,IKT,2937,HTA,2935,,0,AN4,Irkutsk,Chita
2G,1654,IKT,2937,KCK,\N,,0,AN4,Irkutsk,Kirensk
2G,1654,IKT,2937,ODO,8944,,0,AN4,Irkutsk,Bodaibo
2G,1654,IKT,2937,OVB,4078,,0,A81,Irkutsk,Novosibirsk
2G,1654,IKT,2937,UKX,6924,,0,AN4,Irkutsk,Ust-Kut
2G,1654,IKT,2937,ULK,9026,,0,AN4,Irkutsk,Lensk
2G,1654,IKT,2937,YKS,2923,,0,A81,Irkutsk,Yakutsk
2G,1654,KCK,\N,IKT,2937,,0,AN4,Kirensk,Irkutsk
2G,1654,MJZ,2925,OVB,4078,,0,A81,Mirnyj,Novosibirsk
2G,1654,ODO,8944,IKT,2937,,0,AN4,Bodaibo,Irkutsk
2G,1654,OVB,4078,BTK,2936,,0,A81,Novosibirsk,Bratsk
2G,1654,OVB,4078,CEK,2968,,0,A81,Novosibirsk,Chelyabinsk
2G,1654,OVB,4078,IKT,2937,,0,A81,Novosibirsk,Irkutsk
2G,1654,UKX,6924,IKT,2937,,0,AN4,Ust-Kut,Irkutsk
2G,1654,ULK,9026,IKT,2937,,0,AN4,Lensk,Irkutsk
2G,1654,YKS,2923,IKT,2937,,0,A81,Yakutsk,Irkutsk
2I,8359,AYP,2786,LIM,2789,,0,142,Ayacucho,Lima
2I,8359,CUZ,2812,LIM,2789,,0,142 141,Cuzco,Lima
2I,8359,CUZ,2812,PEM,2808,,0,142,Cuzco,Puerto Maldonado
2I,8359,HUU,6067,LIM,2789,,0,141,Huánuco,Lima
2I,8359,IQT,2801,PCL,2781,,0,143,Iquitos,Pucallpa
2I,8359,IQT,2801,TPP,2806,,0,142,Iquitos,Tarapoto
2I,8359,LIM,2789,AYP,2786,,0,142,Lima,Ayacucho
2I,8359,LIM,2789,CUZ,2812,,0,142 141,Lima,Cuzco
2I,8359,LIM,2789,HUU,6067,,0,141,Lima,Huánuco
2I,8359,LIM,2789,PCL,2781,,0,143 146,Lima,Pucallpa
2I,8359,LIM,2789,TPP,2806,,0,142 146,Lima,Tarapoto
2I,8359,PCL,2781,IQT,2801,,0,143,Pucallpa,Iquitos
2I,8359,PCL,2781,LIM,2789,,0,143 146,Pucallpa,Lima
2I,8359,PCL,2781,TPP,2806,,0,146,Pucallpa,Tarapoto
2I,8359,PEM,2808,CUZ,2812,,0,142,Puerto Maldonado,Cuzco
2I,8359,TPP,2806,IQT,2801,,0,142,Tarapoto,Iquitos
2I,8359,TPP,2806,LIM,2789,,0,142 146,Tarapoto,Lima
2I,8359,TPP,2806,PCL,2781,,0,146,Tarapoto,Pucallpa
2J,470,ABJ,253,BOY,247,,0,CRJ,Abidjan,Bobo-dioulasso
2J,470,ABJ,253,OUA,246,,0,E70 CRJ M87,Abidjan,Ouagadougou
2J,470,ACC,248,OUA,246,,0,CRJ,Accra,Ouagadougou
2J,470,BKO,1044,ABJ,253,,0,M87,Bamako,Abidjan
2J,470,BKO,1044,DKR,1084,,0,M87,Bamako,Dakar
2J,470,BKO,1044,OUA,246,,0,CRJ,Bamako,Ouagadougou
2J,470,BOY,247,ABJ,253,,0,CRJ,Bobo-dioulasso,Abidjan
2J,470,BOY,247,OUA,246,,0,CRJ,Bobo-dioulasso,Ouagadougou
2J,470,COO,245,LFW,298,,0,M87,Cotonou,Lome
2J,470,COO,245,OUA,246,,0,M87,Cotonou,Ouagadougou
2J,470,DKR,1084,BKO,1044,,0,M87,Dakar,Bamako
2J,470,DKR,1084,OUA,246,,0,M87,Dakar,Ouagadougou
2J,470,LFW,298,OUA,246,,0,M87 CRJ,Lome,Ouagadougou
2J,470,NIM,280,OUA,246,,0,CRJ,Niamey,Ouagadougou
2J,470,OUA,246,ABJ,253,,0,E70 CRJ M87,Ouagadougou,Abidjan
2J,470,OUA,246,ACC,248,,0,CRJ,Ouagadougou,Accra
2J,470,OUA,246,BKO,1044,,0,M87 CRJ,Ouagadougou,Bamako
2J,470,OUA,246,BOY,247,,0,CRJ,Ouagadougou,Bobo-dioulasso
2J,470,OUA,246,COO,245,,0,M87,Ouagadougou,Cotonou
2J,470,OUA,246,DKR,1084,,0,M87,Ouagadougou,Dakar
2J,470,OUA,246,LFW,298,,0,CRJ,Ouagadougou,Lome
2J,470,OUA,246,NIM,280,,0,CRJ,Ouagadougou,Niamey
2K,1338,BOG,2709,GYE,2673,,0,319,Bogota,Guayaquil
2K,1338,BOG,2709,UIO,2688,,0,319 320,Bogota,Quito
2K,1338,CLO,2715,GYE,2673,,0,319,Cali,Guayaquil
2K,1338,GYE,2673,BOG,2709,,0,319,Guayaquil,Bogota
2K,1338,GYE,2673,CLO,2715,,0,319,Guayaquil,Cali
2K,1338,GYE,2673,SCY,6045,,0,319 320,Guayaquil,San Cristóbal
2K,1338,GYE,2673,UIO,2688,,0,320 319,Guayaquil,Quito
2K,1338,OCC,2670,UIO,2688,,0,319,Coca,Quito
2K,1338,SCY,6045,GYE,2673,,0,319 320,San Cristóbal,Guayaquil
2K,1338,UIO,2688,BOG,2709,,0,319 320,Quito,Bogota
2K,1338,UIO,2688,GYE,2673,,0,319,Quito,Guayaquil
2K,1338,UIO,2688,OCC,2670,,0,319,Quito,Coca
2L,2750,BDS,1506,ZRH,1678,,0,100,Brindisi,Zurich
2L,2750,BOD,1264,ZRH,1678,,0,100,Bordeaux,Zurich
2L,2750,BRS,490,ZRH,1678,,0,100,Bristol,Zurich
2L,2750,GVA,1665,LPA,1054,,0,319,Geneva,Gran Canaria
2L,2750,LCA,1197,ZRH,1678,,0,319,Larnaca,Zurich
2L,2750,LPA,1054,ZRH,1678,,0,319,Gran Canaria,Zurich
2L,2750,RMF,4197,ZRH,1678,,0,319,Marsa Alam,Zurich
2L,2750,TFS,1056,GVA,1665,,0,319,Tenerife,Geneva
2L,2750,ZRH,1678,BDS,1506,,0,100,Zurich,Brindisi
2L,2750,ZRH,1678,BOD,1264,,0,100,Zurich,Bordeaux
2L,2750,ZRH,1678,BRS,490,,0,100,Zurich,Bristol
2L,2750,ZRH,1678,LCA,1197,,0,319,Zurich,Larnaca
2L,2750,ZRH,1678,LPA,1054,,0,319,Zurich,Gran Canaria
2L,2750,ZRH,1678,RMF,4197,,0,319,Zurich,Marsa Alam
2N,3652,AJR,730,LYC,719,,0,ATP,Arvidsjaur,Lycksele
2N,3652,ARN,737,GEV,715,,0,ATP,Stockholm,Gallivare
2N,3652,ARN,737,HAD,709,,0,SF3,Stockholm,Halmstad
2N,3652,ARN,737,JKG,688,,0,ATP SF3,Stockholm,Joenkoeping
2N,3652,ARN,737,KRF,718,,0,ATP,Stockholm,Kramfors
2N,3652,ARN,737,KSD,5595,,0,SF3,Stockholm,Karlstad
2N,3652,ARN,737,LYC,719,,0,ATP,Stockholm,Lycksele
2N,3652,ARN,737,MHQ,442,,0,SF3,Stockholm,Mariehamn
2N,3652,ARN,737,OER,722,,0,ATR,Stockholm,Ornskoldsvik
2N,3652,ARN,737,POR,448,,0,SF3,Stockholm,Pori
2N,3652,ARN,737,TRF,664,,0,SF3,Stockholm,Sandefjord
2N,3652,ARN,737,VBY,746,,0,SF3 ATP,Stockholm,Visby
2N,3652,ARN,737,VHM,729,,0,SF3,Stockholm,Vilhelmina
2N,3652,ARN,737,VXO,711,,0,SF3,Stockholm,Vaxjo
2N,3652,GEV,715,ARN,737,,0,ATP,Gallivare,Stockholm
2N,3652,GEV,715,KRF,718,,0,ATP,Gallivare,Kramfors
2N,3652,HAD,709,ARN,737,,0,SF3 ATP,Halmstad,Stockholm
2N,3652,HAD,709,JKG,688,,0,ATP SF3,Halmstad,Joenkoeping
2N,3652,HAD,709,VXO,711,,0,SF3,Halmstad,Vaxjo
2N,3652,HMV,5599,VHM,729,,0,SF3,Hemavan,Vilhelmina
2N,3652,JKG,688,ARN,737,,0,ATP SF3,Joenkoeping,Stockholm
2N,3652,JKG,688,HAD,709,,0,ATP SF3,Joenkoeping,Halmstad
2N,3652,KOK,435,POR,448,,0,SF3,Kruunupyy,Pori
2N,3652,KRF,718,ARN,737,,0,ATP,Kramfors,Stockholm
2N,3652,KRF,718,GEV,715,,0,ATP,Kramfors,Gallivare
2N,3652,KSD,5595,ARN,737,,0,SF3,Karlstad,Stockholm
2N,3652,LYC,719,AJR,730,,0,ATP,Lycksele,Arvidsjaur
2N,3652,LYC,719,ARN,737,,0,ATP,Lycksele,Stockholm
2N,3652,MHQ,442,ARN,737,,0,SF3,Mariehamn,Stockholm
2N,3652,MHQ,442,TKU,460,,0,SF3,Mariehamn,Turku
2N,3652,OER,722,ARN,737,,0,ATR,Ornskoldsvik,Stockholm
2N,3652,OSL,644,VXO,711,,0,SF3,Oslo,Vaxjo
2N,3652,POR,448,ARN,737,,0,SF3,Pori,Stockholm
2N,3652,POR,448,KOK,435,,0,SF3,Pori,Kruunupyy
2N,3652,TKU,460,MHQ,442,,0,SF3,Turku,Mariehamn
2N,3652,TRF,664,ARN,737,,0,SF3,Sandefjord,Stockholm
2N,3652,VBY,746,ARN,737,,0,SF3 ATP,Visby,Stockholm
2N,3652,VHM,729,ARN,737,,0,SF3,Vilhelmina,Stockholm
2N,3652,VHM,729,HMV,5599,,0,SF3,Vilhelmina,Hemavan
2N,3652,VXO,711,ARN,737,,0,SF3,Vaxjo,Stockholm
2N,3652,VXO,711,OSL,644,,0,SF3,Vaxjo,Oslo
2O,146,ADQ,3531,AOS,7167,,0,BNI,Kodiak,
2O,146,ADQ,3531,KKB,7168,,0,BNI,Kodiak,
2O,146,ADQ,3531,KLN,7162,,0,BNI,Kodiak,Larsen Bay
2O,146,ADQ,3531,KOZ,7164,,0,BNI,Kodiak,
2O,146,ADQ,3531,OLH,7163,,0,BNI,Kodiak,
2O,146,AOS,7167,KZB,7176,,0,BNI,,
2O,146,KKB,7168,SYB,7173,,0,BNI,,
2O,146,KLN,7162,KYK,7161,,0,BNI,Larsen Bay,Karluk
2O,146,KOZ,7164,ORI,7165,,0,BNI,,
2O,146,SYB,7173,KPR,7172,,0,BNI,,
2P,897,BSO,6019,MNL,2397,,0,DH4,Basco,Manila
2P,897,BXU,4200,MNL,2397,,0,320,Butuan,Manila
2P,897,CBO,2399,MNL,2397,,0,320,Cotabato,Manila
2P,897,CGY,2400,MNL,2397,,0,320,Cagayan de Oro City,Manila
2P,897,CRM,6024,MNL,2397,,0,DH4,Catarman,Manila
2P,897,DGT,2425,MNL,2397,,0,320,Dumaguete,Manila
2P,897,DWC,8076,MNL,2397,,0,330,Dubai,Manila
2P,897,GES,2402,MNL,2397,Y,0,320,Romblon,Manila
2P,897,KLO,2430,MNL,2397,,0,320,Kalibo,Manila
2P,897,LGP,4203,MNL,2397,,0,320,Legazpi,Manila
2P,897,MNL,2397,BSO,6019,,0,DH4,Manila,Basco
2P,897,MNL,2397,BXU,4200,,0,320,Manila,Butuan
2P,897,MNL,2397,CBO,2399,,0,320,Manila,Cotabato
2P,897,MNL,2397,CGY,2400,,0,320,Manila,Cagayan de Oro City
2P,897,MNL,2397,CRM,6024,,0,DH4,Manila,Catarman
2P,897,MNL,2397,DGT,2425,,0,320,Manila,Dumaguete
2P,897,MNL,2397,DWC,8076,,0,330,Manila,Dubai
2P,897,MNL,2397,GES,2402,Y,0,320,Manila,Romblon
2P,897,MNL,2397,KLO,2430,,0,320,Manila,Kalibo
2P,897,MNL,2397,LGP,4203,,0,320,Manila,Legazpi
2P,897,MNL,2397,MPH,2426,,0,DH3,Manila,Caticlan
2P,897,MNL,2397,OZC,4204,,0,320,Manila,Ozamis
2P,897,MNL,2397,PPS,2433,,0,320,Manila,Puerto Princesa
2P,897,MNL,2397,RXS,6026,,0,320,Manila,Roxas City
2P,897,MNL,2397,SUG,6016,,0,DH4,Manila,Sangley Point
2P,897,MNL,2397,TUG,6021,,0,DH4,Manila,Tuguegarao
2P,897,MNL,2397,ZAM,2404,,0,320,Manila,Zamboanga
2P,897,MPH,2426,MNL,2397,,0,DH3,Caticlan,Manila
2P,897,OZC,4204,MNL,2397,,0,320,Ozamis,Manila
2P,897,PPS,2433,MNL,2397,,0,320,Puerto Princesa,Manila
2P,897,RXS,6026,MNL,2397,,0,320,Roxas City,Manila
2P,897,SUG,6016,MNL,2397,,0,DH4,Sangley Point,Manila
2P,897,TUG,6021,MNL,2397,,0,DH4,Tuguegarao,Manila
2P,897,ZAM,2404,MNL,2397,,0,320,Zamboanga,Manila
2Z,1729,AUX,7376,PMW,4214,,0,AT7,Araguaina,Palmas
2Z,1729,BRA,7373,BSB,2531,,0,AT7,Barreiras,Brasilia
2Z,1729,BRA,7373,SSA,2621,,0,AT7,Barreiras,Salvador
2Z,1729,BSB,2531,BRA,7373,,0,AT7,Brasilia,Barreiras
2Z,1729,BSB,2531,OPS,7367,,0,AT7,Brasilia,Sinop
2Z,1729,BSB,2531,RAO,2613,,0,AT7,Brasilia,Ribeirao Preto
2Z,1729,CAC,2535,GRU,2564,,0,AT7,Cascavel,Sao Paulo
2Z,1729,CGB,2548,GYN,2562,,0,AT7,Cuiaba,Goiania
2Z,1729,CGB,2548,OPS,7367,,0,AT7,Cuiaba,Sinop
2Z,1729,CGR,2538,DOU,7380,,0,AT7,Campo Grande,Dourados
2Z,1729,DOU,7380,CGR,2538,,0,AT7,Dourados,Campo Grande
2Z,1729,DOU,7380,GRU,2564,,0,AT7,Dourados,Sao Paulo
2Z,1729,GIG,2560,RAO,2613,,0,AT7,Rio De Janeiro,Ribeirao Preto
2Z,1729,GRU,2564,CAC,2535,,0,AT7,Sao Paulo,Cascavel
2Z,1729,GRU,2564,DOU,7380,,0,AT7,Sao Paulo,Dourados
2Z,1729,GRU,2564,RAO,2613,,0,AT7,Sao Paulo,Ribeirao Preto
2Z,1729,GRU,2564,UBA,2635,,0,AT7,Sao Paulo,Uberaba
2Z,1729,GRU,2564,UDI,2633,,0,AT7,Sao Paulo,Uberlandia
2Z,1729,GRU,2564,VDC,6039,,0,AT7,Sao Paulo,Vitória Da Conquista
2Z,1729,GYN,2562,CGB,2548,,0,AT7,Goiania,Cuiaba
2Z,1729,GYN,2562,PMW,4214,,0,AT7,Goiania,Palmas
2Z,1729,GYN,2562,RAO,2613,,0,AT7,Goiania,Ribeirao Preto
2Z,1729,GYN,2562,UDI,2633,,0,AT7,Goiania,Uberlandia
2Z,1729,OPS,7367,BSB,2531,,0,AT7,Sinop,Brasilia
2Z,1729,OPS,7367,CGB,2548,,0,AT7,Sinop,Cuiaba
2Z,1729,PLU,2528,RAO,2613,,0,AT7,Belo Horizonte,Ribeirao Preto
2Z,1729,PMW,4214,AUX,7376,,0,AT7,Palmas,Araguaina
2Z,1729,PMW,4214,GYN,2562,,0,AT7,Palmas,Goiania
2Z,1729,RAO,2613,BSB,2531,,0,AT7,Ribeirao Preto,Brasilia
2Z,1729,RAO,2613,GIG,2560,,0,AT7,Ribeirao Preto,Rio De Janeiro
2Z,1729,RAO,2613,GRU,2564,,0,AT7,Ribeirao Preto,Sao Paulo
2Z,1729,RAO,2613,GYN,2562,,0,AT7,Ribeirao Preto,Goiania
2Z,1729,RAO,2613,PLU,2528,,0,AT7,Ribeirao Preto,Belo Horizonte
2Z,1729,RAO,2613,SJP,2619,,0,AT7,Ribeirao Preto,Sao Jose Do Rio Preto
2Z,1729,RAO,2613,UDI,2633,,0,AT7,Ribeirao Preto,Uberlandia
2Z,1729,SJP,2619,RAO,2613,,0,AT7,Sao Jose Do Rio Preto,Ribeirao Preto
2Z,1729,SSA,2621,BRA,7373,,0,AT7,Salvador,Barreiras
2Z,1729,SSA,2621,VDC,6039,,0,AT7,Salvador,Vitória Da Conquista
2Z,1729,UBA,2635,GRU,2564,,0,AT7,Uberaba,Sao Paulo
2Z,1729,UBA,2635,UDI,2633,,0,AT7,Uberaba,Uberlandia
2Z,1729,UDI,2633,GRU,2564,,0,AT7,Uberlandia,Sao Paulo
2Z,1729,UDI,2633,GYN,2562,,0,AT7,Uberlandia,Goiania
2Z,1729,UDI,2633,RAO,2613,,0,AT7,Uberlandia,Ribeirao Preto
2Z,1729,UDI,2633,UBA,2635,,0,AT7,Uberlandia,Uberaba
2Z,1729,VDC,6039,GRU,2564,,0,AT7,Vitória Da Conquista,Sao Paulo
2Z,1729,VDC,6039,SSA,2621,,0,AT7,Vitória Da Conquista,Salvador
3E,10739,BRL,5726,ORD,3830,,0,CNC,Burlington,Chicago
3E,10739,BRL,5726,STL,3678,,0,CNC,Burlington,St. Louis
3E,10739,DEC,4042,ORD,3830,,0,CNC,Decatur,Chicago
3E,10739,DEC,4042,STL,3678,,0,CNC,Decatur,St. Louis
3E,10739,JBR,3591,STL,3678,,0,CNC,Jonesboro,St. Louis
3E,10739,ORD,3830,BRL,5726,,0,CNC,Chicago,Burlington
3E,10739,ORD,3830,DEC,4042,,0,CNC,Chicago,Decatur
3E,10739,STL,3678,BRL,5726,,0,CNC,St. Louis,Burlington
3E,10739,STL,3678,DEC,4042,,0,CNC,St. Louis,Decatur
3E,10739,STL,3678,JBR,3591,,0,CNC,St. Louis,Jonesboro
3F,16262,CGA,7144,HYL,7145,,0,DHP,,
3F,16262,CGA,7144,KTN,3808,,0,DHP,,Ketchikan
3F,16262,HYL,7145,CGA,7144,,0,DHP,,
3F,16262,HYL,7145,KTB,7147,,0,DHP,,
3F,16262,HYL,7145,KTN,3808,,0,DHP,,Ketchikan
3F,16262,KTB,7147,HYL,7145,,0,DHP,,
3F,16262,KTB,7147,KTN,3808,,0,DHP,,Ketchikan
3F,16262,KTN,3808,CGA,7144,,0,DHP,Ketchikan,
3F,16262,KTN,3808,HYL,7145,,0,DHP,Ketchikan,
3F,16262,KTN,3808,KTB,7147,,0,DHP,Ketchikan,
3F,16262,KTN,3808,MTM,7146,,0,DHP,Ketchikan,Metakatla
3F,16262,MTM,7146,KTN,3808,,0,DHP,Metakatla,Ketchikan
3G,595,ACC,248,DKR,1084,,0,319,Accra,Dakar
3G,595,ACC,248,LOS,273,,0,319,Accra,Lagos
3G,595,ACC,248,ROB,1063,,0,319,Accra,Monrovia
3G,595,BCN,1218,BJL,1050,,0,319,Barcelona,Banjul
3G,595,BJL,1050,BCN,1218,,0,319,Banjul,Barcelona
3G,595,BJL,1050,DKR,1084,,0,319,Banjul,Dakar
3G,595,BJL,1050,FNA,1059,,0,319,Banjul,Freetown
3G,595,CKY,4162,OXB,5665,,0,319,Conakry,Bissau
3G,595,DKR,1084,ACC,248,,0,319,Dakar,Accra
3G,595,DKR,1084,BJL,1050,,0,319,Dakar,Banjul
3G,595,DKR,1084,DLA,897,,0,319,Dakar,Douala
3G,595,DKR,1084,FNA,1059,,0,319,Dakar,Freetown
3G,595,DKR,1084,LOS,273,,0,319,Dakar,Lagos
3G,595,DKR,1084,OXB,5665,,0,319,Dakar,Bissau
3G,595,DLA,897,DKR,1084,,0,319,Douala,Dakar
3G,595,DLA,897,LOS,273,,0,319,Douala,Lagos
3G,595,FNA,1059,BJL,1050,,0,319,Freetown,Banjul
3G,595,FNA,1059,DKR,1084,,0,319,Freetown,Dakar
3G,595,FNA,1059,LGW,502,,0,319,Freetown,London
3G,595,FNA,1059,ROB,1063,,0,319,Freetown,Monrovia
3G,595,LGW,502,FNA,1059,,0,319,London,Freetown
3G,595,LOS,273,ACC,248,,0,319,Lagos,Accra
3G,595,LOS,273,DKR,1084,,0,319,Lagos,Dakar
3G,595,LOS,273,DLA,897,,0,319,Lagos,Douala
3G,595,LOS,273,ROB,1063,,0,319,Lagos,Monrovia
3G,595,OXB,5665,CKY,4162,,0,319,Bissau,Conakry
3G,595,OXB,5665,DKR,1084,,0,319,Bissau,Dakar
3G,595,ROB,1063,ACC,248,,0,319,Monrovia,Accra
3G,595,ROB,1063,FNA,1059,,0,319,Monrovia,Freetown
3G,595,ROB,1063,LOS,273,,0,319,Monrovia,Lagos
3H,\N,AKV,5506,YIK,5504,,0,DH8,Akulivik,Ivujivik
3H,\N,AKV,5506,YPX,6727,,0,DH8,Akulivik,Puvirnituq
3H,\N,XGR,5512,YVP,154,,0,DHT BET,Kangiqsualujjuaq,Quujjuaq
3H,\N,YGL,62,YGW,5496,,0,DHT,La Grande Riviere,Kuujjuarapik
3H,\N,YGL,62,YPX,6727,,0,73M,La Grande Riviere,Puvirnituq
3H,\N,YGL,62,YUL,146,,0,73M,La Grande Riviere,Montreal
3H,\N,YGW,5496,YGL,62,,0,DHT,Kuujjuarapik,La Grande Riviere
3H,\N,YGW,5496,YPH,5520,,0,BET,Kuujjuarapik,Inukjuak
3H,\N,YGW,5496,YSK,5529,,0,DH8,Kuujjuarapik,Sanikiluaq
3H,\N,YGW,5496,YUD,5515,,0,DH8,Kuujjuarapik,Umiujaq
3H,\N,YGW,5496,YUL,146,,0,DH8,Kuujjuarapik,Montreal
3H,\N,YGW,5496,YUY,149,,0,DH8,Kuujjuarapik,Rouyn
3H,\N,YIK,5504,AKV,5506,,0,DH8,Ivujivik,Akulivik
3H,\N,YIK,5504,YZG,5535,,0,DH8,Ivujivik,Salluit
3H,\N,YKG,5481,YPJ,5508,,0,DHT DH8,Kangirsuk,Aupaluk
3H,\N,YKG,5481,YQC,5499,,0,DH8,Kangirsuk,Quaqtaq
3H,\N,YKG,5481,YVP,154,,0,DH8 DHT,Kangirsuk,Quujjuaq
3H,\N,YKL,80,YQB,111,,0,DH8,Schefferville,Quebec
3H,\N,YKL,80,YVP,154,,0,DH8 BET,Schefferville,Quujjuaq
3H,\N,YKL,80,YWK,161,,0,BET,Schefferville,Wabush
3H,\N,YKL,80,YZV,202,,0,BET DH8,Schefferville,Sept-iles
3H,\N,YPH,5520,YPX,6727,,0,DH8 BET,Inukjuak,Puvirnituq
3H,\N,YPH,5520,YUD,5515,,0,DH8,Inukjuak,Umiujaq
3H,\N,YPH,5520,YVP,154,,0,BET,Inukjuak,Quujjuaq
3H,\N,YPJ,5508,YKG,5481,,0,DHT DH8,Aupaluk,Kangirsuk
3H,\N,YPJ,5508,YTQ,6728,,0,DHT DH8,Aupaluk,Tasiujaq
3H,\N,YPJ,5508,YVP,154,,0,DHT,Aupaluk,Quujjuaq
3H,\N,YPX,6727,AKV,5506,,0,DH8,Puvirnituq,Akulivik
3H,\N,YPX,6727,YGL,62,,0,73M,Puvirnituq,La Grande Riviere
3H,\N,YPX,6727,YPH,5520,,0,DH8,Puvirnituq,Inukjuak
3H,\N,YPX,6727,YVP,154,,0,BET,Puvirnituq,Quujjuaq
3H,\N,YQB,111,YKL,80,,0,DH8,Quebec,Schefferville
3H,\N,YQB,111,YUL,146,,0,DH8,Quebec,Montreal
3H,\N,YQC,5499,YKG,5481,,0,DH8,Quaqtaq,Kangirsuk
3H,\N,YQC,5499,YWB,7253,,0,DH8,Quaqtaq,Kangiqsujuaq
3H,\N,YSK,5529,YGW,5496,,0,DH8,Sanikiluaq,Kuujjuarapik
3H,\N,YSK,5529,YUD,5515,,0,DH8,Sanikiluaq,Umiujaq
3H,\N,YTQ,6728,YPJ,5508,,0,DHT DH8,Tasiujaq,Aupaluk
3H,\N,YTQ,6728,YVP,154,,0,DHT DH8,Tasiujaq,Quujjuaq
3H,\N,YUD,5515,YGW,5496,,0,DH8,Umiujaq,Kuujjuarapik
3H,\N,YUD,5515,YPH,5520,,0,DH8,Umiujaq,Inukjuak
3H,\N,YUD,5515,YSK,5529,,0,DH8,Umiujaq,Sanikiluaq
3H,\N,YUL,146,YGL,62,,0,73M,Montreal,La Grande Riviere
3H,\N,YUL,146,YGW,5496,,0,DH8,Montreal,Kuujjuarapik
3H,\N,YUL,146,YQB,111,,0,DH8,Montreal,Quebec
3H,\N,YUL,146,YUY,149,,0,DH8,Montreal,Rouyn
3H,\N,YUY,149,YGW,5496,,0,DH8,Rouyn,Kuujjuarapik
3H,\N,YUY,149,YUL,146,,0,DH8,Rouyn,Montreal
3H,\N,YVP,154,XGR,5512,,0,DHT BET,Quujjuaq,Kangiqsualujjuaq
